1.3367,0.78841,1.3998,1.1059,0.75636,1.4538,1.4601,1.6061,1.0838,1.4666,1.537,0.69423,1.4347,1.5496,0.69051,1.7837,1.9246,1.3689,1.1545,0.10769,1.9737,0.39435,1.6134,1.5127,0.3243,0.49793,0.94239,1.0647,1.7905,1.412,1.8869,1.2178,0.2397,0.98717,0.42695,0.5678,0.47685,1.0608,0.37316,1.6291,1.104,0.62034,1.1154,1.5482,1.2992,1.433,0.55944,0.60402,0.8183,1.0497
0.09298,0.55944,0.51327,0.75636,0.86472,1.202,1.202,0.47281,0.19995,1.0497,0.60264,0.60402,0.10769,0.77261,0.93347,1.0104,0.21628,0.42695,0.77714,0.10807,0.39435,0.7839,0.94239,1.0606,1.1157,1.08,1.2714,0.627,0.94064,0.8183,0.62034,0.78841,0.2397,0.2895,0.37316,0.5678,1.3524,0.49793,0.3243,0.47685,0.71869,0.63747,1.0853,0.69423,0.96591,0.95563,1.104,1.1154,1.0602,1.0608
0.09298,0.53415,0.19995,0.86472,0.92143,0.66668,62.623,0.21637,0.21316,0.32244,0.60264,0.5727,0.10807,0.21628,0.33037,0.3416,0.42695,0.18867,0.51327,0.47685,0.39435,0.17954,0.627,0.8183,0.9928,0.16577,0.23405,0.37316,0.47281,0.77714,0.50705,0.5614,0.20768,0.28869,0.3243,0.5678,1.3524,0.63614,0.55314,0.10769,0.62034,0.55944,0.60402,0.63747,0.64532,0.69423,0.69884,0.71869,0.85404,0.94064
0.09298,0.28373,0.19995,0.48183,0.84676,1.0754,0.63633,0.40669,0.16577,0.10769,0.55944,0.5614,0.21628,0.33037,0.47685,1.8823,1.7862,0.21316,0.20768,0.23405,0.17575,0.24071,0.47281,0.8183,0.9928,1.0984,0.7143,0.32244,0.21637,0.37316,0.50705,0.31135,0.28869,0.3243,0.36174,1.1551,0.98656,0.18867,0.3416,0.10807,0.39435,0.53415,0.5727,0.60264,0.62034,0.63747,0.64532,0.66564,0.42695,0.51327
0.044917,0.09298,0.10769,0.16577,0.40669,0.48183,1.0754,0.20768,0.3243,0.26771,0.38983,0.39435,0.21628,0.33037,0.39492,0.47685,0.84264,0.35551,0.28869,0.3416,0.08153,0.17575,0.21637,0.32244,0.37316,0.9928,1.9407,0.19995,0.23405,0.42695,0.31135,0.50705,0.10807,0.18867,0.36174,0.98656,1.1551,0.21316,0.47281,0.072812,0.43834,0.5614,0.44021,0.48908,0.53415,0.5727,0.61857,0.62034,0.51327,0.59696
0.044917,0.09298,0.10643,0.10769,0.3243,0.40669,0.98578,0.32244,0.47281,0.10807,0.28221,0.30518,0.21628,0.28869,0.3416,0.35551,0.47685,0.33037,0.18867,0.48183,0.08153,0.17575,0.11592,0.23405,0.42695,1.957,1.0017,0.20768,0.19995,0.26771,0.052417,0.31135,0.072812,0.21316,0.342,0.98656,1.1174,0.39492,0.21637,0.29827,0.38983,0.39435,0.43834,0.44021,0.44031,0.48908,0.53415,0.5614,0.51327,0.55723
0.044917,0.09298,0.10643,0.10807,0.3243,0.47281,0.98578,0.20957,0.342,0.39492,0.27873,0.30518,0.14713,0.18867,0.24004,0.48183,1.4148,0.23405,0.10769,0.28857,0.08153,0.17575,0.11592,0.19995,0.20768,0.26771,1.4534,0.29827,0.21628,0.40669,0.052417,0.31135,0.072812,0.21316,0.21637,0.98656,0.67179,0.35551,0.3416,0.3229,0.28221,0.3882,0.38983,0.39435,0.43834,0.44021,0.44031,0.48908,0.51327,0.55723
0.044917,0.09298,0.10643,0.3243,0.342,0.39492,1.3821,0.18867,0.23405,0.20957,0.27873,0.28221,0.10769,0.24004,0.28857,1.1021,1.246,0.21627,0.072812,0.10807,0.08153,0.17575,0.11592,0.21628,0.26771,0.29827,1.1855,0.21637,0.19995,0.23968,0.04589,0.25673,0.21316,0.3416,0.35551,0.67179,0.25155,0.17651,0.14713,0.20768,0.052417,0.30518,0.32016,0.3827,0.3882,0.39435,0.40138,0.43834,0.47281,0.48183
0.044917,0.052417,0.18867,0.20957,0.3243,0.342,1.1722,0.092006,0.28857,0.10807,0.19681,0.28221,0.10769,0.21627,0.24004,0.28673,0.93296,0.23968,0.072812,0.11592,0.08153,0.17575,0.19995,0.21628,0.21637,1.1855,0.12527,0.21316,0.10643,0.26771,0.04589,0.25673,0.14713,0.17651,0.3416,0.35551,0.67179,0.23405,0.20768,0.25155,0.09298,0.27873,0.30518,0.32016,0.38158,0.3882,0.39435,0.43834,0.39492,0.42811
0.044917,0.052417,0.18867,0.28857,0.3243,0.342,1.3092,0.10769,0.10807,0.11592,0.17539,0.27873,0.072812,0.23968,0.24004,0.28673,0.67196,0.092006,0.027865,0.21627,0.08153,0.09298,0.12527,0.21316,0.21628,1.1041,1.0152,0.10099,0.20768,0.20957,0.022522,0.04589,0.063313,0.14713,0.23405,0.24009,0.84636,0.19995,0.19895,0.10643,0.17575,0.19681,0.28221,0.30518,0.3159,0.31968,0.32016,0.38158,0.21637,0.3416
