23.058,19.739,25.472,16.977,48.126,21.262,40.067,25.307,31.645,49.098,17.567,19.843,26.736,22.245,28.122,6.4161,22.159,4.4472,34.284,38.687,35.997,39.926,48.458,16.131,8.67,49.394,11.369,16.145,39.894,29.994,17.656,15.162,16.31,32.42,0.99579,33.95,18.277,24.639,20.669,43.659,32.074,4.2943,42.025,31.555,11.009,39.037,27.116,30.178,16.825,39.576
0.99648,1.0014,7.3837,21.262,25.472,48.126,16.112,6.3243,4.0928,4.5848,1.127,1.802,0.050743,6.4161,6.987,21.572,6.8557,4.4472,2.2941,9.2205,15.162,13.909,8.67,16.131,18.289,1.1511,12.511,13.892,7.3777,16.022,2.1622,4.2943,0.99579,14.179,19.377,24.639,0.10673,1.3166,4.4272,3.9889,19.739,6.7847,11.631,12.83,11.038,17.808,15.234,17.068,17.07,17.641
0.99648,1.0014,4.0205,4.0928,16.112,20.645,22.257,0.050743,0.0042736,0.99579,0.075154,1.802,2.2941,4.1096,4.4472,6.4161,21.781,7.3837,3.9638,1.1061,1.2255,4.7054,7.3777,8.67,11.486,12.511,14.897,4.5848,1.1511,6.987,2.1622,4.2943,0.10673,3.9889,4.4272,24.639,17.067,8.8624,10.736,1.3166,1.127,4.7535,6.7847,8.2523,11.038,11.631,12.83,13.385,13.541,13.892
0.99648,1.0014,4.0205,4.0928,20.092,22.257,2.417,4.6249,4.4272,3.9638,0.075154,0.081089,0.018553,2.2941,4.4472,6.4161,10.584,0.99579,0.050743,0.10673,1.0822,0.39927,4.0857,6.987,7.3777,14.897,13.862,1.3166,0.31452,0.0042736,0.1076,4.2021,3.9889,8.8624,10.736,17.067,24.639,1.1511,5.1808,1.1061,1.2255,1.127,3.2724,4.1638,4.2943,4.2057,4.7535,6.7847,7.3837,7.7535
0.00036781,1.0014,2.417,4.0928,4.6249,20.092,22.257,4.4472,3.2523,4.0205,0.0035085,0.075154,0.018553,0.050743,2.2941,13.017,8.7776,0.31452,1.1511,5.1808,0.39927,1.0822,1.3166,5.2752,6.987,7.3777,1.3375,4.4272,3.3049,0.99579,0.1076,1.5015,1.1061,3.9889,10.736,16.741,1.7355,0.10673,0.0042736,6.4161,0.99648,1.2255,1.5118,3.2724,3.5687,4.1638,4.2057,4.2943,7.3837,7.7535
0.00036781,0.38944,1.0041,3.2523,4.0205,4.0928,4.4472,1.296,4.6249,0.10673,0.0035085,0.075154,0.018553,0.050743,2.2941,5.1808,37.844,1.1511,0.99579,4.4272,0.39927,0.99648,1.3166,1.3375,3.3049,5.2752,6.1117,0.16186,2.2784,1.7355,0.00010406,0.0016991,0.0042736,1.1061,6.4161,7.1519,0.0026069,0.31452,0.40845,3.9889,0.042218,1.0822,1.0012,1.0014,1.2255,1.5015,1.5118,2.7296,5.1545,6.987
0.00025861,0.021221,0.10673,1.0041,4.0205,4.4472,4.6249,1.3166,2.5183,4.0928,0.0035085,0.075154,0.050743,1.1511,2.2941,16.051,5.8179,2.2784,3.2523,1.296,0.042218,0.99648,0.16186,1.3375,3.3049,4.2867,6.7331,0.0042736,0.99579,2.1293,0.00010406,0.0016991,0.0026069,0.31452,0.60282,3.9889,19.611,0.40845,0.018553,1.7355,0.00036781,0.38944,0.39927,1.0012,1.0822,1.2255,1.3393,1.5015,4.4272,5.1545
0.00025861,0.01871,0.10673,1.0041,4.0205,4.6249,14.885,1.296,3.3049,0.050743,0.00036781,0.075154,3.2523,5.8179,16.051,4.2396,10.056,2.1293,1.8725e-05,0.16186,0.042218,0.38944,0.0042736,0.99579,1.3375,4.2867,8.4525,1.3166,2.2941,2.2784,0.00010406,0.0016991,0.0026069,0.018553,0.31452,0.40845,1.7355,2.5183,1.1511,1.4376,0.0035085,0.99648,0.39927,0.75755,1.0012,1.0822,1.1358,1.2255,3.9889,4.0928
0.00025861,0.0035085,0.050743,0.10673,4.0205,1.7137,6.0202,2.5183,0.0042736,1.8725e-05,0.00036781,0.00012889,0.16186,2.1293,4.5717,5.8179,16.051,1.296,3.2523,1.3375,0.042218,0.075154,0.99579,1.3166,2.2784,2.2941,0.60214,0.0026069,1.1511,3.9889,0.00010406,0.0016991,0.018553,0.31452,0.40845,1.4376,1.7355,1.0041,1.0833,3.3049,0.01871,0.38944,0.39927,0.62491,0.75755,0.87221,0.99648,1.0012,4.0928,4.2396
8.8331e-06,0.0035085,1.8725e-05,0.0042736,0.038217,0.050743,6.0202,2.2784,0.13056,1.3166,0.00012889,0.00036781,0.001283,0.16186,5.8179,1.0455,4.4519,2.0911,1.0041,2.5183,0.024001,0.050108,0.72219,0.99579,2.2941,3.9889,3.9799,1.7355,0.018553,0.60214,0.00010406,0.0016991,0.31452,0.40845,1.0833,1.4376,3.3049,1.7137,1.3375,0.0026069,0.01871,0.042218,0.23219,0.38944,0.39927,0.62491,0.75755,0.87221,3.2523,4.0205
